1 1 3 4.324843407342861 0.0000000000030666679385034407 0 25 1
2 5 11 6.032970193471516 0.000000000000008728091642375086 0 57 1
3 8 17 3.532815075495152 0.0000000000001870813554193839 2 89 1
4 11 23 51.0755302493089 0.000000000019897360799470002 12 393 1
5 15 31 5.832590875706625 0.000000019531955297100758 211 5498 1
6 19 39 6.192070060296342 0.00000000002152816167719775 13 266 1
7 23 47 5.466433377651693 0.0000000000010228560638739943 35 505 1
8 26 53 93.05661032293297 0.000000000006758898461125851 176 2062 1
9 29 59 42.76696623681844 0.00000001225308992204586 1061 10000 1
10 33 67 6.6853210775149075 0.000000000002016267301604887 98 744 1
11 36 73 264.19311682748656 0.000000003143841455332787 1575 10000 1
12 40 81 196.41335282659088 0.00000000004099907251622453 1097 5738 1
13 43 87 8.227289761205608 0.000000000023380687644462054 420 1870 1
14 47 95 8.747733888212487 0.000000000022448965289092342 181 725 1
15 50 101 162.04542823790555 0.0000000008582532713177918 2242 10000 1
16 54 109 183.72148117437496 0.00000000007113705813224332 2315 10000 1
17 58 117 298.55633559375997 0.000000000027770964553665545 1579 6347 1
18 61 123 8.944855018458032 0.000000000005746386267610339 277 1258 1
19 65 131 10.054025761611639 0.000000000013398509761232959 220 846 1
20 69 139 10.46843947943093 0.000000000035420414073972674 522 1951 1
21 72 145 742.9154086302985 0.00000000007807290054701833 1826 7231 1
22 75 151 11.85771256453264 0.00000000546338838245207 3505 10000 1
23 79 159 10.137796859163311 0.00000000005170644197108436 270 851 1
24 83 167 10.834630110234656 0.000000000008359518859414008 298 894 1
25 86 173 149.98349821363394 0.0000007657951369533793 3202 10000 1
26 109 219 213.81011901148491 0.0000000028294474137196486 4135 10000 1
27 119 239 13.108496933986576 0.000000000022466242849061342 226 549 1
28 146 293 56.085850612457236 0.00000000002691016177850825 882 1876 1
29 131 263 11.25907322261642 0.000000000009928384126647073 222 416 1
30 125 251 307.56738357022374 0.000000021423625468654697 4643 10000 1
31 113 227 12.325791650694892 0.000000000023441887989930042 337 624 1
32 139 279 11.11075177094422 0.00000000003068467335669223 567 872 1
33 136 273 638.8805201715039 0.00000000007694642493290294 5540 9265 1
34 132 265 13.33901588446998 0.000000000022092577296905546 536 997 1
35 144 289 12.894941028122393 0.000000000018498229879052824 611 1000 1
36 179 359 12.902069937231534 0.00000000002714465173808694 630 809 1
37 135 271 15.008681435986524 0.000000000018552268380199035 772 1052 1
38 167 335 13.28940987103497 0.000000000022888227427804916 942 1157 1
39 141 283 15.883332666251867 0.00000000006877328911345731 1875 2514 1
40 178 357 14.693475790390238 0.000000000026578314971449112 815 1062 1
41 155 311 14.931382601669387 0.00000000005596851685729784 915 1207 1
42 230 461 1340.4444937551216 0.010016649214927337 11324 10000 0
43 173 347 115.43792531393255 0.00000000012207939254096947 6565 7280 1
44 182 365 15.86095575665799 0.00000000003898512097572903 700 794 1
45 214 429 16.5968040429166 0.00000000001553969939962975 603 553 1
46 190 381 14.465798106913269 0.000000000009324892205412928 1345 1603 1
47 177 355 16.214728169580713 0.000000000012613529916179996 1362 1500 1
48 220 441 69.92361715022405 0.00000000006849241719915612 3492 2903 1
49 236 473 22.134428204940022 0.000000000008867103523229714 656 618 1
50 185 371 15.9098288004208 0.00000000002967841239986336 2215 2554 1
51 241 483 15.571038648472113 0.00000000002240774093748727 946 891 1
52 204 409 16.381069812924395 0.000000000019474219654332167 1480 1406 1
53 208 417 15.31819312561657 0.00000000006557918822728496 2691 2408 1
54 201 403 15.87039025140427 0.000000000022773744098427655 937 952 1
55 260 521 108.91825894854452 0.000000021358300115948687 14092 10000 1
56 267 535 16.20375296590556 0.000000000016575962540044002 1402 1015 1
57 209 419 20.0098104048512 0.00000000002614443039784887 2052 1649 1
58 305 611 17.276936138724803 0.0000000000211123781874109 1408 674 1
59 293 587 19.915417865517842 0.00000000004172776781872869 1386 868 1
60 329 659 3710.0427813831006 0.0004540708791754279 24718 10000 0
61 252 505 19.837567891924564 0.00000000003484384979567409 1326 945 1
62 299 599 19.32433609553007 0.000000000024446215900374 1836 775 1
63 260 521 17.880699563475545 0.00000000008272980081286267 3542 1708 1
