1 2 3 6.285399475775194 0.00000000001245583715011359 0 23 1
2 8 9 13.207842755870411 0.0000000000000014898655582715524 0 61 1
3 12 13 11.907153500214733 0.00000000000020187818027002658 0 147 1
4 14 15 14.806454102854461 0.00000000000075475086455997 3 629 1
5 22 23 11.709261002594483 0.000000000006491070433214908 1 213 1
6 24 25 10.499234317206204 0.0000000000022073126660444852 1 139 1
7 30 31 15.600899980408567 0.0000000000035139982460631817 9 771 1
8 32 33 13.902595020925263 0.000000000014765512867911776 32 2260 1
9 38 39 13.720300205630528 0.0000000001736147832172638 156 8296 1
10 40 41 13.014389096712305 0.00000023091569598496007 278 13511 1
11 48 49 59.16533771689482 0.0000000002972157194936616 235 8506 1
12 50 51 59.21225592899706 0.0000000017951585443934703 352 11406 1
13 58 59 210.81899921275243 0.0000000019019791851293314 756 19717 1
14 60 61 21.018401711551206 0.0000000005125694913963161 180 4173 1
15 66 67 234.06162725720017 0.00000002548107857123822 1041 20781 1
16 68 69 18.627750102741324 0.000000013646750222093259 1499 27356 1
17 76 77 28.48693050884302 0.000000010350137897200276 1776 26581 1
18 78 79 220.22076104453137 0.000000013689566589276429 1523 21319 1
19 84 85 341.5277043183631 0.0000009326599834831407 5557 72893 1
20 86 87 164.11764878239933 0.0000006566559212324617 4647 54102 1
21 92 93 30.782801900641797 0.0000007137293820253145 3822 39775 1
22 94 95 117.60740081334531 0.0000005220365257999331 9237 89750 1
23 102 103 58.296835715301 0.00000029491849470488016 1098 21584 1
24 104 105 100.4673722342949 0.00000019704404860116018 1517 28450 1
25 110 111 373.560907085266 0.0000001763888550881731 3622 54872 1
26 112 113 115.04026795046886 0.0000001062500399117915 4192 62354 1
27 120 121 71.64933616834665 0.00000005625660683075499 3923 55465 1
28 122 123 479.85447713635415 0.00000003372348177999548 5554 77239 1
29 128 129 1307.7286683958464 0.0000005570711291543609 11326 147158 1
30 128 129 32.93541286868131 0.0000009484600513923119 8510 108744 1
31 136 137 279.98392631764216 0.0000004935420220552911 12916 146891 1
32 136 137 381.4130537199951 0.0000008619738388869192 4978 55128 1
33 144 145 2148.442629673215 0.0000005403747912712171 6398 66396 1
34 146 147 519.7131329027735 0.00000027418262847070154 9824 99165 1
35 154 155 224.95848904885298 0.0000001534638976146496 12125 115614 1
36 154 155 101.88397433635585 0.0000006715420444343328 13500 127011 1
37 162 163 746.3019044697063 0.0000007152195539056108 17548 152164 1
38 164 165 38.283499018701896 0.00000033373263572342086 13082 111296 1
39 170 171 567.8321290390649 0.0000007985301222980538 17030 139346 1
40 170 171 146.64507614030322 0.0000009615424901839321 13269 107588 1
41 178 179 185.53370156204045 0.0000006845869208282548 17375 131636 1
42 180 181 712.8132721876292 0.00000042101521729647906 14970 109833 1
43 188 189 677.4970897275413 0.0000003276849847088329 43537 306763 1
