120 0.000000000011526432895162784
118 0.0000000000031655911754320394
116 0.00000000011224835918800456
114 0.000000000022545820182076272
112 0.000000000014208135954912018
110 0.000000000018537356759361522
108 0.000000000020590440310304337
106 0.000000000057382906824346275
104 0.000000000016067571175591777
102 0.000000000010371525702650694
100 0.0000000000169361875542971
98 0.000000000025135248208738995
96 0.00000000001862604193089237
94 0.00000000001962948782557208
92 0.00000000001875656771536892
90 0.00000000004184169255644228
88 0.000000000032022872466792534
86 0.00000000001342708997896712
84 0.000000000053403038547331285
82 0.00000000009804209108937134
80 0.000000000021329029846354466
78 0.000014446447325905128
76 0.00044764542245999764
74 0.0009118098602208503
72 0.0012588680648393108
70 0.0012729342534915785
68 0.005375527065578395
66 0.017385334507210463
