59 0.0000000000027490386618258044
58 0.000000000021850171545463584
57 0.000000000002690311249172562
56 0.00000000008298004324422522
55 0.000000000009995764722746046
54 0.000000000045680035352234474
53 0.000000000015217735208837648
52 0.000000000007514486802410132
51 0.000000000005050929608325779
50 0.0000000000017444993138203136
49 0.0000000000033317180870561247
48 0.000000000006307170486730436
47 0.000000000023428361471594574
46 0.00000000000331426864685368
45 0.000000000007373041242449735
44 0.00000000002970561531743759
43 0.000000000008595980765278332
42 0.00000000002058042522785463
41 0.000000000026553106701714634
40 0.00000000004099907251622453
39 0.00003179848560009934
38 0.004385272065723148
37 0.0013856471107498533
36 0.0037830373449306578
35 0.0053806685789970585
34 0.029231207633049434
