2 0.0014215016666666667 0.00000000000000020611464368717552
4 0.007568612333333334 0.000000000000016151898769845244
6 0.04458425133333333 0.000000000002749839375514093
8 0.19703499666666666 0.0000000000442729556004717
10 0.35499635799999996 0.00000000033084780721533283
12 1.2544954983333332 0.000000001068216243227028
14 1.696421811 0.00000000018670191673932895
16 2.335524168666667 0.00000000013523917448521416
18 18.344900989333333 0.000000000011010925678690909
20 2.456502127 0.0000000006918674399114139
